,summary,date
212,"Infosys' (INFY) Q4 performance is likely to have benefited from stellar demand for the cloud, data analytics, the Internet of Things and security products and solutions amid the ongoing digital transformation wave.",2022-04-12
213,Taiwan Semiconductor's (TSM) first-quarter 2022 results are expected to reflect gains from the robust technology portfolio.,2022-04-11
214,"Shares of Fortive Corp. shed 1.03% to $58.85 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-04-11
215,"Shares of Fortive Corp. shed 0.49% to $59.46 Friday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",2022-04-08
216,"""Sonic the Hedgehog 2"" is the first major family film released in 2022 and is expected to signal if this demographic is finally ready to return to theaters.",2022-04-08
217,"Foresight VCT PLCLEI: 213800GNTY699WHACF46 Issue of EquityAllotment of Ordinary Shares The board of Foresight VCT plc (“the Company”) is pleased to announce that 714,213 Ordinary Shares of 1p each in the capital of the Company (“the Shares”) were allotted on 8 April 2022 pursuant to the offer for subscription (“the Offer”) contained in the prospectus issued by the Company dated 26 July 2021. The Shares were issued at offer prices based on an unaudited net asset value of 87.50 pence per share ran",2022-04-08
218,"EVERETT, Wash., April 08, 2022--Fortive Corporation (""Fortive"") (NYSE: FTV) today announced that it will webcast its earnings conference call for the first quarter 2022 on Thursday, April 28, 2022 beginning at 12:00 p.m. ET and lasting approximately 1 hour.",2022-04-08
219,"EVERETT, Wash., April 07, 2022--Fortive Corporation (""Fortive"") (NYSE: FTV) announced today that its Board of Directors declared a regular quarterly cash dividend of $0.07 per share of its common stock, par value $0.01 per share, payable on June 24, 2022 to common stockholders of record on May 27, 2022. Although Fortive expects to pay dividends on a quarterly basis, any subsequent declaration of dividends, including the amount, the record dates and the payment dates for any such future dividend",2022-04-07
220,"Shares of Fortive Corp. inched 0.79% higher to $59.75 Thursday, on what proved to be an all-around positive trading session for the stock market, with the...",2022-04-07
221,"Niche sports organizations such as UFC, WWE and Formula 1 could be alluring acquisition targets for big streaming companies like Disney and Netflix.",2022-04-07
222,"Shares of Fortive Corp. sank 0.95% to $59.28 Wednesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-04-06
223,"The ""Halftime Report"" traders give their top picks to watch for the second half.",2022-04-06
224,"As tensions rise between Disney and Florida lawmakers, the company will air new a new public service announcement from GLAAD featuring a transgender teen.",2022-04-06
225,"Foresight VCT PLCLEI: 213800GNTY699WHACF46 Issue of EquityAllotment of Ordinary Shares The board of Foresight VCT plc (“the Company”) is pleased to announce that 6,047,882 Ordinary Shares of 1p each in the capital of the Company (“the Shares”) were allotted on 5 April 2022 pursuant to the offer for subscription (“the Offer”) contained in the prospectus issued by the Company dated 26 July 2021. The Shares were issued at offer prices based on an unaudited net asset value of 87.50 pence per share r",2022-04-05
226,"Shares of Fortive Corp. slipped 1.74% to $59.85 Tuesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2022-04-05
227,"'Mad Money' host Jim Cramer and the 'Squawk on the Street' team break down shares of AT&T, Discovery and CNBC parent company Comcast.",2022-04-05
228,"Shares of Fortive Corp. inched 0.46% higher to $60.91 Monday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",2022-04-04
229,"Shares of Fortive Corp. sank 0.49% to $60.63 Friday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-04-01
230,"Shares of Fortive Corp. slipped 1.93% to $60.93 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2022-03-31
231,"Foresight VCT PLCLEI: 213800GNTY699WHACF46 Issue of EquityAllotment of Ordinary Shares The board of Foresight VCT plc (“the Company”) is pleased to announce that 3,712,995 Ordinary Shares of 1p each in the capital of the Company (“the Shares”) were allotted on 31 March 2022 pursuant to the offer for subscription (“the Offer”) contained in the prospectus issued by the Company dated 26 July 2021. The Shares were issued at offer prices based on an unaudited net asset value of 87.50 pence per share",2022-03-31
232,"Announcement of Periodic Review: Moody's announces completion of a periodic review for a group of Manufacturing issuersGlobal Credit Research - 30 Mar 2022New York, March 30, 2022 -- Moody's Investors Service (""Moody's"") has completed a periodic review of the ratings -and other ratings that are associated with the same analytical units for the rated entity(entities) listed below.The review was conducted through a portfolio review discussion held on 23 March 2022 in which Moody's reassessed the appropriateness of the ratings in the context of the relevant principal methodology(ies), recent developments, and a comparison of the financial and operating profile to similarly rated peers.  A possible outcome from periodic reviews is a referral of a rating to a rating committee.This publication does not announce a credit rating action and is not an indication of whether or not a credit rating action is likely in the near future.",2022-03-30
233,"Shares of Fortive Corp. slid 1.82% to $62.13 Wednesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2022-03-30
234,"Shares of Fortive Corp. rose 1.93% to $63.28 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-03-29
235,"Shares of Fortive Corp. inched 0.86% higher to $62.08 Monday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2022-03-28
236,"the online investor,FTV,TDY,",2022-03-28
237,"It's just as important to know what dividend stocks to avoid as it is to know which ones to buy, especially in the current market.",2022-03-28
238,"""CODA"" won Best Picture at the Oscars. ""Dune"" won the most awards. Will Smith smacked Chris Rock for insulting Jada Pinkett-Smith.",2022-03-27
239,"Shares of Fortive Corp. inched 0.38% higher to $61.55 Friday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2022-03-25
240,"Foresight VCT plcLEI: 213800GNTY699WHACF46 Offer Update – Use of Over-allotment Facility The Company published a prospectus on 26 July 2021 (Prospectus) containing an offer for subscription to raise up to £20 million with an over-allotment facility to raise up to a further £10 million through the subscription of new ordinary shares of 1p each (Offer). Full details of the Offer are contained in the Prospectus, which include details relating to the expected timetable for accepting applications for",2022-03-25
241,Many U.S. companies have abandoned Russia since its invasion of Ukraine on Feb. 24. But some are staying behind. Here's why.,2022-03-25
242,"Shares of Fortive Corp. rose 1.67% to $61.32 Thursday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2022-03-24
243,"Foresight VCT PLCLEI: 213800GNTY699WHACF46 Issue of EquityAllotment of Ordinary Shares The board of Foresight VCT plc (“the Company”) is pleased to announce that 7,326,933 Ordinary Shares of 1p each in the capital of the Company (“the Shares”) were allotted on 24 March 2022 pursuant to the offer for subscription (“the Offer”) contained in the prospectus issued by the Company dated 26 July 2021. The Shares were issued at offer prices based on an unaudited net asset value of 87.50 pence per share",2022-03-24
244,Vontier has been criticized for not being more active in deploying capital into M&A/buybacks. See why I think longer-term potential is still appealing in VNT.,2022-03-24
245,"Shares of Fortive Corp. slipped 1.81% to $60.31 Wednesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2022-03-23
246,"Fortive's recent quarters have seen below-peer organic growth, including full-year results for four of the last six years. Learn more about FTV stock here.",2022-03-23
247,"Shares of Fortive Corp. inched 0.07% higher to $61.42 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P...",2022-03-22
248,"Shares of Fortive Corp. slid 0.84% to $61.38 Monday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-03-21
249,A Rocky Mountain mansion owned by Russian oligarch Roman Abramovich would likely be among the first assets frozen by the U.S. government if he is sanctioned.,2022-03-20
250,"Shares of Fortive Corp. rallied 1.48% to $61.90 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2022-03-18
251,"FORESIGHT VCT PLCLEI: 213800GNTY699WHACF46 NAV Announcement The Board of Foresight VCT plc announces that the unaudited Net Asset Value as at 31 December 2021 was 90.1p per share. The increase of 6.6% since 30 September 2021 reflects the positive impact of the phasing out of Covid-19 restrictions on a number of businesses in the portfolio, as well as positive performances in other areas. In advance of the proposed allotment of new shares on 24 March 2022, the Board announces that the unaudited N",2022-03-18
252,"Halvorsen's 13F portfolio value dropped from $36.04B to $34.49B. The top 3 positions are Ginkgo Bioworks, General Electric and T-Mobile US, at ~17% of the portfolio.",2022-03-17
253,"Shares of Fortive Corp. rallied 2.38% to $61.00 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-03-17
254,The following slide deck was published by Fortive Corporation in conjunction with this event.,2022-03-17
255,"Ralph Lauren upgrade, Capital One downgrade and Revolve Group initiation among today's top calls on Wall Street RL, NCLH, UNFI, FTV, AZPN, EMR, COF, ADS, SYF, ZION, FLWS, RADA, RVLV, ARQT, RPTX, AE, EZFL",2022-03-17
256,Argus analyst John Eade u... FTV,2022-03-17
257,Argus analyst John Eade u... FTV,2022-03-17
258,"Global Industrials Confer... MTUAY, ROK, J, HON, TT, CARR, AZPN, ETN, FTV, UPS, ALLE",2022-03-17
259,"Shares of Fortive Corp. rose 4.54% to $59.58 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2022-03-16
260,(RTTNews) - Fortive Corporation (FTV) will be presenting at the J.P. Morgan Industrials Conference.,2022-03-16
261,"Global Industrials Confer... MTUAY, ROK, J, HON, TT, CARR, AZPN, ETN, FTV, UPS, ALLE",2022-03-16
262,"Shares of Fortive Corp. inched 0.05% higher to $56.99 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the...",2022-03-15
263,"Global Industrials Confer... MTUAY, ROK, J, HON, TT, CARR, AZPN, ETN, FTV, UPS, ALLE",2022-03-15
264,"Shares of Fortive Corp. rallied 1.28% to $56.96 Monday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",2022-03-14
265,"Fortive upgrade, Alibaba downgrade and Peloton initiation among today's top calls on Wall Street FTV, HLIO, NOK, OLN, BABA, BIDU, TSN, JD, PDD, IPGP, SWN, PTON, TYL, PPC, QTEK",2022-03-14
266,Netflix's stock has now given up all its pandemic gains. Shares were down more than 50% since their mid-November high.,2022-03-14
267,"Five top five lists with the news and calls moving stocks, powered by The Fly. BABA, JD, FTV, TSN, IPGP, PTON, AFRM, MRNA, LMT, LVS, MLCO, MGM, WYNN, AAPL, HNHPF, LILM, C, DISCA, DISCK, T, TSLA, TRQ, RIO, NOK, NKTR, BMY, KC, ZH, AVEO, FXLV, GOL, ADAP, LUNA",2022-03-14
268,"China's latest Covid outbreak is prompting a round of business restrictions, while Russian and Ukrainian officials held another peace discussion.",2022-03-14
269,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2022-03-14
270,Barclays analyst Julian M... FTV,2022-03-14
271,"Five top five lists with the news and calls moving stocks, powered by The Fly. JD, AFRM, MRNA, LMT, LVS, MGM, WYNN, MLCO, BABA, FTV, TSN, IPGP, PTON, NLSN, LYFT, AAPL, HNHPF, LILM, DISCA, DISCK, T, TRQ, RIO, NOK, NKTR, BMY, KC, ZH, AVEO, FXLV, GOL, ADAP, LUNA",2022-03-14
272,"Shares of Fortive Corp. sank 0.42% to $56.24 Friday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",2022-03-11
273,Iridium (IRDM) approves an additional share buyback plan that reflects the company's strengthening business prospects.,2022-03-10
274,"Shares of Fortive Corp. rose 3.91% to $58.49 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2022-03-09
275,"Shares of Fortive Corp. slid 2.58% to $56.29 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-03-08
276,Researchers help explain the wide disconnect between executives and employees about their excitement to return to the office.,2022-03-08
277,"Shares of Fortive Corp. shed 4.65% to $57.78 Monday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",2022-03-07
278,"Legendary investor Warren Buffett advises to be fearful when others are greedy, and be greedy when others are fearful. One way we can try to measure the level of fear in a given stock is through a technical analysis indicator called the Relative Strength Index, or RSI, which m",2022-03-07
279,"B Riley chairman purchased $2,361,528 in shares, while a Fortive VP sold  $69,584 in shares RILY, CTKB, ACHR, BLL, DBX, FTV, ABBV, AITB",2022-03-07
280,"Dan Loeb's 13F portfolio value decreased from $18.32B to $14.33B this quarter. Number of positions decreased from 113 to 92. Top 3 positions are at ~23% of the portfolio: S, DHR, and PCG.",2022-03-07
281,"""Given the circumstances on the ground, we have decided to suspend our service in Russia,"" a spokesperson said Sunday afternoon.",2022-03-06
282,"EVERETT, Wash., March 04, 2022--Fortive Corporation (""Fortive"") (NYSE: FTV) today announced that President and Chief Executive Officer, James A. Lico, will be presenting at the Bank of America Global Industrials Conference on Tuesday, March 15, 2022 at 4:50 a.m. ET. The audio will be simultaneously webcast and will be archived on www.fortive.com.",2022-03-04
283,"EVERETT, Wash., March 04, 2022--Fortive Corporation (""Fortive"") (NYSE: FTV) today announced that President and Chief Executive Officer, James A. Lico, will be presenting at the J.P. Morgan Industrials Conference on Wednesday, March 16, 2022 at 11:20 a.m. ET. The audio will be simultaneously webcast and will be archived on www.fortive.com.",2022-03-04
284,"Shares of Fortive Corp. shed 3.63% to $60.60 Friday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-03-04
285,Disney announced a new ad-supported tier for its Disney+ streaming service on Friday.,2022-03-04
286,Batman has been a staple on the big screen since Tim Burton's 1989 superhero film. A look at how past Batman films have fared at the global box office.,2022-03-03
287,"Shares of Fortive Corp. slid 2.06% to $62.88 Thursday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-03-03
288,"Shares of Fortive Corp. rose 1.33% to $64.20 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2022-03-02
289,"Shares of Fortive Corp. slid 2.15% to $63.36 Tuesday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-03-01
290,The following slide deck was published by Fortive Corporation in conjunction with this event.,2022-03-01
291,The following slide deck was published by Fortive Corporation in conjunction with this event.,2022-03-01
292,"Fortive Corporation is aprovider of essential technologies for connected workflow solutions across arange of attractive end-markets. Our strategic segments - Intelligent OperatingSolutions,... | March 1, 2022",2022-03-01
293,"Disney, Sony and Warner Bros. have halted future theatrical film releases in Russia following the country's attack on Ukraine. ",2022-02-28
294,"Shares of Fortive Corp. shed 1.13% to $64.75 Monday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-02-28
295,"Shares of Fortive Corp. advanced 1.74% to $65.49 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2022-02-25
296,"Shares of Fortive Corp. rose 3.01% to $64.37 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-02-24
297,"It was a strong quarter for Disney, HBO Max and Paramount+ as streaming leader Netflix acknowledged competition may be hurting its growth on the margins.",2022-02-24
298,"2022 Global Industrial Te... AEIS, AIR, AQUA, CP, CTOS, EMBK, FTAI, FTV, ITT, ITW, JBHT, JCI, LIN, MIR, MMM, OSK, R, ROK, TEX, TKR, TT, VNT, WERN",2022-02-24
299,"Shares of Fortive Corp. slid 1.79% to $62.56 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-02-23
300,"BofA analyst Andrew Obin ... VRT, FTV, HON",2022-02-23
301,"2022 Global Industrial Te... AEIS, AIR, AQUA, CP, CTOS, EMBK, FTAI, FTV, ITT, ITW, JBHT, JCI, LIN, MIR, MMM, OSK, R, ROK, TEX, TKR, TT, VNT, WERN",2022-02-23
302,"Shares of Fortive Corp. dropped 0.08% to $63.70 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-02-22
303,"Looking at the universe of stocks we cover at Dividend Channel, on 2/24/22, GATX Corp (Symbol: GATX), Jacobs Engineering Group, Inc. (Symbol: J), and Fortive Corp (Symbol: FTV) will all trade ex-dividend for their respective upcoming dividends. GATX Corp will pay its quarterly",2022-02-22
304,"In this article, we discuss top 10 stock picks of Anand Parekh’s Alyeska Investment Group. If you want to skip our detailed analysis of Parekh’s history, investment philosophy, and hedge fund performance, go directly to the Top 5 Stock Picks of Anand Parekh’s Alyeska Investment Group. Anand Parekh is a Chicago-based hedge fund manager. In 2008, […]",2022-02-22
305,"2022 Global Industrial Te... AEIS, AIR, AQUA, CP, CTOS, EMBK, FTAI, FTV, ITT, ITW, JBHT, JCI, LIN, MIR, MMM, OSK, R, ROK, TEX, TKR, TT, VNT, WERN",2022-02-22
306,Fortive's (FTV) recently approved share repurchase program underscores the company's sound financial position and its commitment to reward its shareholders.,2022-02-21
307,"Shares of Fortive Corp. inched 0.60% higher to $63.75 Friday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",2022-02-18
308,"EVERETT, Wash., February 17, 2022--Fortive Corporation (""Fortive"") (NYSE: FTV) today announced that its Board of Directors has authorized a share repurchase program under which Fortive may purchase up to 20 million shares of Fortive’s common stock.",2022-02-17
309,"Shares of Fortive Corp. slid 3.04% to $63.37 Thursday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",2022-02-17
310,,2022-02-17
311,,2022-02-17
312,Fortive announced that it... FTV,2022-02-17
313,"Shares of Fortive Corp. dropped 0.50% to $65.36 Wednesday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500...",2022-02-16
314,"Shares of Fortive Corp. inched 0.98% higher to $65.69 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the...",2022-02-15
315,"Shares of Fortive Corp. slumped 0.32% to $65.05 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-02-14
316,,2022-02-13
317,"Shares of Fortive Corp. shed 0.76% to $65.26 Friday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-02-11
318,"EVERETT, Wash., February 10, 2022--Fortive Corporation (""Fortive"") (NYSE: FTV) today announced that President and Chief Executive Officer, James A. Lico, and Senior Vice President and Chief Financial Officer, Charles E. McLaughlin, will be presenting at the Citi 2022 Global Industrial Tech and Mobility Conference on Wednesday, February 23, 2022 at 10:30 a.m. ET. The audio will be simultaneously webcast and will be archived on www.fortive.com.",2022-02-10
319,"EVERETT, Wash., February 10, 2022--Fortive Corporation (""Fortive"") (NYSE: FTV) today announced that President and Chief Executive Officer, James A. Lico, and Senior Vice President and Chief Financial Officer, Charles E. McLaughlin, will be presenting at the Barclays Industrial Select Conference on Thursday, February 24, 2022 at 9:45 a.m. ET. The audio will be simultaneously webcast and will be archived on www.fortive.com.",2022-02-10
320,"Shares of Fortive Corp. shed 1.08% to $65.76 Thursday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-02-10
321,Analysts across Wall Street sang the praises of Disney after a quarterly print showing a stunning recovery in its parks business.,2022-02-10
322,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2022-02-10
323,"Shares of Fortive Corp. advanced 1.39% to $66.48 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",2022-02-09
324,"The Super Bowl commercial is part of Tonal's broader ""Strength Made Me"" campaign, which celebrates women being strong both physically and mentally. ",2022-02-09
325,"Shares of Fortive Corp. rose 2.65% to $65.57 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-02-08
326,"Investment company Cidel Asset Management Inc (Current Portfolio) buys Sony Group Corp, Stagwell Inc, Emerson Electric Co, Tricon Residential Inc, Pembina Pipeline Corp, sells Rogers Communications Inc, Barrick Gold Corp, Medtronic PLC, Visa Inc, Exxon Mobil Corp during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Cidel Asset Management Inc.",2022-02-08
327,"Shares of Fortive Corp. slipped 0.79% to $63.88 Monday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",2022-02-07
328,"Technology stocks had a lousy start to 2022. QQQ lost 9% of its value in January. Pandemic winners are getting crushed while energy stocks are surging. Roblox lost 36%, Moderna lost 33%, and Carvana and Shopify lost 30% of their values in January. We aren’t certain about the bubbly technology stocks that trade for ridiculously […]",2022-02-07
329,"It is hard to get excited after looking at Fortive's (NYSE:FTV) recent performance, when its stock has declined 18% over the past three months.   It seems that the market might have completely ignored the positive aspects of the company's fundamentals and decided to weigh-in mor",2022-02-06
330,"For many investors, the main point of stock picking is to generate higher returns than the overall market. But its...",2022-02-05
331,"Shares of Fortive Corp. slid 2.51% to $64.39 Friday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index...",2022-02-04
332,"The heavy selling pressure might have exhausted for Fortive (FTV) as it is technically in oversold territory now. In addition to this technical measure, strong agreement among Wall Street analysts in revising earnings estimates higher indicates that the stock is ripe for a trend reversal.",2022-02-04
333,Fortive (FTV) fourth-quarter 2021 results are driven by solid customer demand trends and an increase in bookings for SaaS offerings.,2022-02-04
334,"Legendary investor Warren Buffett advises to be fearful when others are greedy, and be greedy when others are fearful.  One way we can try to measure the level of fear in a given stock is through a technical analysis indicator called the Relative Strength Index, or RSI, which m",2022-02-04
335,The following slide deck was published by Fortive Corporation in conjunction with their 2021 Q4 earnings call.,2022-02-04
336,JPMorgan analyst Stephen ... FTV,2022-02-04
337,Baird analyst Robert Maso... FTV,2022-02-04
338,Citi analyst Andrew Kaplo... FTV,2022-02-04
339,"Johnstown, PA, based Investment company First National Trust Co (Current Portfolio) buys Caterpillar Inc, ViacomCBS Inc, Boston Scientific Corp, Fiserv Inc, Tesla Inc, sells Oracle Corp, The Home Depot Inc, Verizon Communications Inc, 3M Co, iShares iBoxx USD Investment Grade Corporate Bond during the 3-months ended 2021Q4, according to the most recent filings of the investment company, First National Trust Co.",2022-02-03
340,"Shares of Fortive Corp. slipped 7.78% to $66.05 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2022-02-03
341,"Fortive Corporation (NYSE:FTV) Q4 2021 Earnings Conference Call February 03, 2022, 12:00 PM ET Company Participants Elena Rosman - VP of IR James Lico - President and CEO Charles McLaughlin...",2022-02-03
342,"Fortive (FTV) delivered earnings and revenue surprises of 1.28% and 4.03%, respectively, for the quarter ended December 2021. Do the numbers hold clues to what lies ahead for the stock?",2022-02-03
343,"EVERETT, Wash., February 03, 2022--Fortive Reports Fourth Quarter and Full Year 2021 Results; Introduces First Quarter and Full Year 2022 Outlook",2022-02-03
344,"Notable companies reporti... AMZN, F, ATVI, FTNT, SNAP, PRU, MCHP, U, FTV, HIG, SWKS, PINS, BILL, GPRO",2022-02-03
345,"Fourth Quarter & Full-Year 2021 Earnings Release February 3, 2022 FORWARD LOOKING STATEMENTS & NON-GAAP... | February 3, 2022",2022-02-03
346,"(RTTNews) - (Adds Full Year Outlook) Fortive Corp. (FTV) said, for the full year 2022, the company anticipates revenue of $5.73 billion to $5.88 billion, net earnings per share from continuing operations to be in the range of $2.03 to $2.17, and adjusted net earnings per share fr",2022-02-03
347,"EVERETT, Wash. _ Fortive Corp. on Thursday reported fourth-quarter profit of $165 million. The Everett, Washington-based company said it had net income of 45 cents per share.... | February 3, 2022",2022-02-03
348,(RTTNews) - Fortive Corporation (FTV) revealed a profit for fourth quarter that decreased from last year but  beat the Street estimates.,2022-02-03
349,"Fortive Reports Fourth Quarter and Full Year 2021 Results Introduces First Quarter and Full Year 2022 Outlook •Delivered significant core revenue growth,... | February 3, 2022",2022-02-03
350,Sees FY22 revenue $5.73B-... FTV,2022-02-03
351,Sees Q1 revenue $1.33B-$1... FTV,2022-02-03
352,Reports Q4 revenue $1.37B... FTV,2022-02-03
353,"Amazon spikes over 15% after Q4 earnings beat, boost in Prime membership price; Clorox slumps 8% on earnings miss, guidance cut CLX, SKYW, LGF, F, SNAP, BILL, PINS, U, AMZN, VIAV, SKX, SYNA, LESL, PCTY, COLM, GPRO, NLOK, WERN, FTNT, MCHP, OTEX, FTV",2022-02-03
354,"Shares of Fortive Corp. rallied 1.40% to $71.62 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",2022-02-02
355,"Shares of Fortive Corp. inched 0.13% higher to $70.63 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the...",2022-02-01
356,Bud Light Seltzer is hoping that a Super Bowl ad starring celebrity chef Guy Fieri will help jump-start sales of its new hard soda line.,2022-02-01
357,"Shares of Fortive Corp. rallied 1.19% to $70.54 Monday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-01-31
358,Investors' sudden change of heart on Netflix puts entire streaming wars narrative into question for 2022.,2022-01-29
359,"Goshen, IN, based Investment company Everence Capital Management Inc (Current Portfolio) buys LyondellBasell Industries NV, Colgate-Palmolive Co, Match Group Inc, Activision Blizzard Inc, Merck Inc, sells CBRE Group Inc, JPMorgan Chase, Johnson Controls International PLC, The Estee Lauder Inc, Republic Services Inc during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Everence Capital Management Inc.",2022-01-28
360,"Item 5.02 Departure of Directors or Certain Officers; Election of Directors; Appointment of Certain Officers; Compensatory Arrangements of Certain OfficersOn November 8, 2021,... | January 28, 2022",2022-01-28
361,"Shares of Fortive Corp. rose 1.53% to $69.71 Friday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-01-28
362,The Federal Communications Commission does not yet have the majority it would need to reinstate net neutrality on the federal level.,2022-01-28
363,Fortive (FTV) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,2022-01-27
364,"Shares of Fortive Corp. shed 1.39% to $68.66 Thursday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",2022-01-27
365,"Casey Newton, The Platformer editor and CNBC contributor, joins 'Power Lunch' to discuss the streaming landscape and recent developments in the space.",2022-01-27
366,Dow futures turned positive Thursday after falling more than 500 points overnight.,2022-01-27
367,Dow futures turned positive Thursday after falling more than 500 points overnight as the market's recent volatility persisted.,2022-01-27
368,"Shares of Fortive Corp. slid 0.36% to $69.63 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-01-26
369,"EVERETT, Wash., January 25, 2022--Fortive Corporation (""Fortive"") (NYSE: FTV) announced today that its Board of Directors declared a regular quarterly cash dividend of $0.07 per share of its common stock, par value $0.01 per share, payable on March 25, 2022 to common stockholders of record on February 25, 2022. Although Fortive expects to pay dividends on a quarterly basis, any subsequent declaration of dividends, including the amount, the record dates and the payment dates for any such future d",2022-01-25
370,"Shares of Fortive Corp. slid 2.89% to $69.88 Tuesday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-01-25
371,"Investment company West Branch Capital LLC (Current Portfolio) buys Vanguard S&P 500 ETF, iShares PHLX SOX Semiconductor Sector Index Fund, VanEck Morningstar Wide Moat ETF, Eli Lilly and Co, Accenture PLC, sells Schwab Short-Term U.S.",2022-01-24
372,"Shares of Fortive Corp. inched 0.28% higher to $71.96 Monday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",2022-01-24
373,Netflix tumbled for a second day on Monday after the company's weaker-than-expected subscriber forecast. ,2022-01-24
374,These are the stocks posting the largest moves in midday trading. ,2022-01-24
375,CNBC's Julia Boorstin reports on legal media companies which are ticking higher despite a broader sell-off. (Comcast is CNBC's parent company.),2022-01-24
376,U.S. stock futures indicated more losses to start the new week following the Nasdaq's and the S&P 500's worst weeks since March 2020.,2022-01-24
377,"The stocks making the biggest moves in premarket trading include Kohl's, Snap, Peloton, and more.",2022-01-24
378,"Microsoft, Tesla and Apple will release quarterly results, alongside a handful of other tech firms. McDonald's and Boeing will also offer updates.",2022-01-23
379,"Shares of Fortive Corp. inched 0.63% higher to $71.76 Friday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2022-01-21
380,"The Federal Reserve's meeting trumps everything else for markets in the week ahead, as investors await any new clues on its plans to raise interest rates.",2022-01-21
381,"Netflix added a line in its quarterly shareholder letter acknowledging streaming competition is affecting its ""marginal growth.""",2022-01-20
382,"Shares of Fortive Corp. slid 1.29% to $71.31 Thursday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",2022-01-20
