,summary,date
403,"Looking at the universe of stocks we cover at Dividend Channel, in trading on Friday, shares of PPL Corp (Symbol: PPL) were yielding above the 6% mark based on its quarterly dividend (annualized to $1.66), with the stock changing hands as low as $25.73 on the day. Dividends ar",2022-02-18
404,"PPL (PPL) delivered earnings and revenue surprises of -26.67% and 3.51%, respectively, for the quarter ended December 2021. Do the numbers hold clues to what lies ahead for the stock?",2022-02-18
405,"PPL remains an inferior utility compared to SO and DUK, and accordingly should exhibit a higher dividend yield. Read more about PPL stock here.",2022-02-18
406,"net 15 2 13Interest Expense 918 634 284Income... | February 18, 2022",2022-02-18
407,"PPL Corporation (NYSE: PPL) on Friday (2/18) reported a 2021 net loss of $1.48 billion, or $1.93 per share, compared with reported earnings of $1.47 billion, or $1.91 per share in 2020.",2022-02-18
408,"In early trading on Friday, shares of Netflix topped the list of the day's best performing components of the S&P 500 index, trading up 4.0%. Year to date, Netflix has lost about 33.3% of its value.",2022-02-18
409,"In early trading on Friday, shares of Netflix topped the list of the day's best performing components of the S&P 500 index, trading up 4.0% - Year to date, Netflix has lost about 33.3% of its value - PPL,NFLX,INTC,DLTR.",2022-02-18
410,"PPL Corporation on Friday reported a 2021 net loss of $1.48 billion, or $1.93 per share, compared with reported earnings of $1.47 billion, or $1.91 per share in 2020. Adjusting for... | February 18, 2022",2022-02-18
411,By Chris Wack PPL Corp shares were down 7% to $26.11 Friday after the company reported fourth-quarter earnings that missed analysts' expectations. The...,2022-02-18
412,"Item 2.02 Results of Operations and Financial ConditionOn February 18, 2022, PPL Corporation issued a press release announcingits financial results for the year ended December 31, 2021 and other... | February 18, 2022",2022-02-18
413,"ALLENTOWN, Pa. _ PPL Corp. on Friday reported profit of $134 million in its fourth quarter. The Allentown, Pennsylvania-based company said it had net income of 18 cents per share.... | February 18, 2022",2022-02-18
414,"(RTTNews) - While reporting its financial results for the fourth quarter on Friday, PPL Corp. (PPL) announced a quarterly common stock dividend of $0.20 per share, payable April 1, 2022, to shareowners of record as of March 10, 2022.",2022-02-18
415,(RTTNews) - PPL Corporation (PPL) reported earnings for fourth quarter that decreased from last year,2022-02-18
416,Reports Q4 revenue $1.49B... PPL,2022-02-18
417,"(RTTNews) - PPL Corporation (PPL) will host a conference call at 11:00 AM ET on February 18, 2022, to discuss Q4 21 earnings results.",2022-02-18
418,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.68%,2022-02-18
419,,2022-02-18
420,"Shares of PPL Corp. slipped 0.32% to $28.14 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-02-17
421,"The following companies are expected to report earnings prior to market open on 02/18/2022. Visit our Earnings Calendar for a full list of expected earnings releases.Deere & Company (DE)is reporting for the quarter ending January 31, 2022. The farm machinery company's consen",2022-02-17
422,Diversifying into robust inflation stocks offers investors a convenient way to protect their long-term portfolios in these uncertain times.,2022-02-17
423,"Shares of PPL Corp. dropped 0.07% to $28.23 Wednesday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index...",2022-02-16
424,"Shares of PPL Corp. slumped 0.35% to $28.25 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index...",2022-02-15
425,PPL Corporation's (PPL) fourth-quarter results are likely to have benefited from higher energy demand from customers and a reduction in the debt balance.,2022-02-15
426,"In the latest trading session, PPL (PPL) closed at $28.35, marking a -1.08% move from the previous day.",2022-02-14
427,"Shares of PPL Corp. slipped 1.08% to $28.35 Monday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",2022-02-14
428,"energy stock channel,PPL,",2022-02-14
429,"Shares of PPL Corp. dropped 0.49% to $28.66 Friday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-02-11
430,"Ownership Submission FORM 4/A Check this box if no longer... | February 11, 2022",2022-02-11
431,"Shares of Pembina Pipeline Corp. inched 0.93% higher to C$42.12 Friday, in what proved to be an all-around favorable trading session for the Canadian market,...",2022-02-11
432,"Shares of PPL Corp. slid 2.47% to $28.80 Thursday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-02-10
433,"Shares of Pembina Pipeline Corp. inched 0.58% higher to C$41.73 Thursday, in what proved to be an otherwise all-around negative trading session for the...",2022-02-10
434,"In trading on Thursday, shares of PPL Corp (Symbol: PPL) crossed below their 200 day moving average of $28.98, changing hands as low as $28.78 per share.  PPL Corp shares are currently trading down about 2.2% on the day.  The chart below shows the one year performance of PPL sh",2022-02-10
435,Analysts across Wall Street sang the praises of Disney after a quarterly print showing a stunning recovery in its parks business.,2022-02-10
436,"Shares of PPL Corp. were unchanged Wednesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index rising...",2022-02-09
437,"Shares of Pembina Pipeline Corp. rose 1.44% to C$41.49 Wednesday, in what proved to be an all-around favorable trading session for the Canadian market, with...",2022-02-09
438,"The Super Bowl commercial is part of Tonal's broader ""Strength Made Me"" campaign, which celebrates women being strong both physically and mentally. ",2022-02-09
439,"PPL (PPL) closed at $29.53 in the latest trading session, marking a +0.82% move from the prior day.",2022-02-08
440,"Shares of PPL Corp. inched 0.82% higher to $29.53 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2022-02-08
441,"Shares of Pembina Pipeline Corp. slid 0.15% to C$40.90 Tuesday, in what proved to be an otherwise all-around favorable trading session for the Canadian...",2022-02-08
442,"Shares of PPL Corp. slid 0.41% to $29.29 Monday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones Industrial...",2022-02-07
443,"Shares of Pembina Pipeline Corp. slipped 0.32% to C$40.96 Monday, in what proved to be an all-around down trading session for the Canadian market, with the...",2022-02-07
444,Long-term dividend investors need to pay attention to the quality and price of stocks they buy. Click here for a list of 5 safe and cheap dividend stocks.,2022-02-05
445,"Shares of PPL Corp. slumped 0.91% to $29.41 Friday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index...",2022-02-04
446,"Shares of Pembina Pipeline Corp. slid 0.44% to C$41.09 Friday, in what proved to be an otherwise all-around positive trading session for the Canadian market,...",2022-02-04
447,"Shares of PPL Corp. shed 0.10% to $29.68 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-02-03
448,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-02-03
449,"Shares of Pembina Pipeline Corp. slid 0.31% to C$41.27 Thursday, in what proved to be an all-around poor trading session for the Canadian market, with the...",2022-02-03
450,"In the latest trading session, PPL (PPL) closed at $29.71, marking a +0.64% move from the previous day.",2022-02-02
451,"Shares of PPL Corp. inched 0.64% higher to $29.71 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",2022-02-02
452,"Shares of Pembina Pipeline Corp. advanced 1.42% to C$41.40 Wednesday, in what proved to be an all-around positive trading session for the Canadian market,...",2022-02-02
453,"LOUISVILLE - With icy winter weather forecast across the region, Louisville Gas and Electric Company and Kentucky Utilities Company are closely monitoring the situation and are in contact with mutual... | February 2, 2022",2022-02-02
454,"ALLENTOWN - PPL Corporation announced today that it has joined Energy Impact Partners, a leading global investor in the transition to a sustainable future, in the launch of its Deep Decarbonization... | February 2, 2022",2022-02-02
455,"PPL Corporation (NYSE: PPL) announced today that it has joined Energy Impact Partners, a leading global investor in the transition to a sustainable future, in the launch of its Deep Decarbonization Frontier Fund. The fund targets early-stage, revolutionary technologies that accelerate the transition to net-zero greenhouse gas emissions.",2022-02-01
456,"Shares of PPL Corp. dropped 0.54% to $29.52 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",2022-02-01
457,"Shares of Pembina Pipeline Corp. rallied 1.14% to C$40.82 Tuesday, in what proved to be an all-around positive trading session for the Canadian market, with...",2022-02-01
458,"With icy winter weather forecast across the region, Louisville Gas and Electric Company and Kentucky Utilities Company are closely monitoring the situation and are in contact with mutual assistance... | February 1, 2022",2022-02-01
459,Bud Light Seltzer is hoping that a Super Bowl ad starring celebrity chef Guy Fieri will help jump-start sales of its new hard soda line.,2022-02-01
460,"Shares of PPL Corp. were unchanged Monday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index rising...",2022-01-31
461,"Shares of Pembina Pipeline Corp. advanced 1.36% to C$40.36 Monday, in what proved to be an all-around favorable trading session for the Canadian market, with...",2022-01-31
462,"PPL Corporation (NYSE: PPL) will release consolidated fourth-quarter and year-end 2021 earnings results on Friday, Feb. 18.",2022-01-31
463,"ALLENTOWN - PPL Corporation announced today that the company's 2022 Annual Meeting of Shareowners will be held virtually.The Annual Meeting will convene live via the internet on Wednesday, May 18,... | January 31, 2022",2022-01-31
464,Investors' sudden change of heart on Netflix puts entire streaming wars narrative into question for 2022.,2022-01-29
465,"PPL Corporation (NYSE: PPL) announced today that the company's 2022 Annual Meeting of Shareowners will be held virtually. The Annual Meeting will convene live via the internet on Wednesday, May 18, 2022, at 9 a.m. Eastern time.",2022-01-28
466,"Shares of PPL Corp. rose 1.12% to $29.68 Friday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500 Index...",2022-01-28
467,"Shares of Pembina Pipeline Corp. inched 0.78% higher to C$39.82 Friday, in what proved to be an all-around positive trading session for the Canadian market,...",2022-01-28
468,The Federal Communications Commission does not yet have the majority it would need to reinstate net neutrality on the federal level.,2022-01-28
469,"PPL (PPL) closed the most recent trading day at $29.35, moving +0.2% from the previous trading session.",2022-01-27
470,"Investment company VAUGHAN & Co SECURITIES, INC. (Current Portfolio) buys ISHARES TRUST, Gaming and Leisure Properties Inc, VICI Properties Inc, Valero Energy Corp, Philip Morris International Inc, sells International Game Technology PLC, Olin Corp, Blackstone Inc, BTC iShares Core MSCI EAFE ETF, Magellan Midstream Partners LP during the 3-months ended 2021Q4, according to the most recent filings of the investment company, VAUGHAN & Co SECURITIES, INC..",2022-01-27
471,"Shares of PPL Corp. inched 0.20% higher to $29.35 Thursday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2022-01-27
472,"Shares of Pembina Pipeline Corp. inched 0.38% higher to C$39.51 Thursday, in what proved to be an otherwise all-around down trading session for the Canadian...",2022-01-27
473,"Casey Newton, The Platformer editor and CNBC contributor, joins 'Power Lunch' to discuss the streaming landscape and recent developments in the space.",2022-01-27
474,"Investment company First Quadrant L P (Current Portfolio) buys Innoviva Inc, NOW Inc, General Electric Co, CF Industries Holdings Inc, JPMorgan Chase, sells , Brookfield Asset Management Inc, , Roku Inc, Cardiovascular Systems Inc during the 3-months ended 2021Q4, according to the most recent filings of the investment company, First Quadrant L P.",2022-01-27
475,"ALLENTOWN, Pa., Jan. 27, 2022 /PRNewswire/ -- For the sixth straight year, PPL Corporation has been named a Best Place to Work for LGBTQ+ equality on the Human Rights Campaign Foundation's 2022... | January 27, 2022",2022-01-27
476,Dow futures turned positive Thursday after falling more than 500 points overnight.,2022-01-27
477,,2022-01-27
478,Dow futures turned positive Thursday after falling more than 500 points overnight as the market's recent volatility persisted.,2022-01-27
479,,2022-01-27
480,"Shares of PPL Corp. shed 0.85% to $29.29 Wednesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-01-26
481,"Shares of Pembina Pipeline Corp. rallied 1.00% to C$39.36 Wednesday, in what proved to be an all-around favorable trading session for the Canadian market,...",2022-01-26
482,"The big shareholder groups in PPL Corporation ( NYSE:PPL ) have power over the company. Generally speaking, as a...",2022-01-26
483,"ALLENTOWN - PPL Corporation and its employees and retirees stood tall together to raise over $5 million a record-breaking amount during the company's annual United Way campaign.The campaign supports... | January 26, 2022",2022-01-26
484,Mizuho analyst Anthony Cr... PPL,2022-01-26
485,"Shares of PPL Corp. shed 0.07% to $29.54 Tuesday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-01-25
486,"Shares of Pembina Pipeline Corp. rallied 1.22% to C$38.97 Tuesday, in what proved to be an all-around positive trading session for the Canadian market, with...",2022-01-25
487,"ALLENTOWN, Pa. - PPL Corporation and its employees and retirees stood tall together to raise over $5 million - a record-breaking amount - during the company's annual United Way campaign. ... | January 25, 2022",2022-01-25
488,"Wellsboro, PA, based Investment company Citizens & Northern Corp (Current Portfolio) buys AmerisourceBergen Corp, PPL Corp, Cisco Systems Inc, Charles Schwab Corp, National Fuel Gas Co, sells NVIDIA Corp, Eli Lilly and Co, PepsiCo Inc, Johnson & Johnson, 3M Co during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Citizens & Northern Corp.",2022-01-24
489,"Shares of PPL Corp. dropped 0.34% to $29.56 Monday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index...",2022-01-24
490,"Shares of Pembina Pipeline Corp. shed 0.95% to C$38.50 Monday, in what proved to be an all-around down trading session for the Canadian market, with the...",2022-01-24
491,U.S. stock futures indicated more losses to start the new week following the Nasdaq's and the S&P 500's worst weeks since March 2020.,2022-01-24
492,"The stocks making the biggest moves in premarket trading include Kohl's, Snap, Peloton, and more.",2022-01-24
493,,2022-01-24
494,"Microsoft, Tesla and Apple will release quarterly results, alongside a handful of other tech firms. McDonald's and Boeing will also offer updates.",2022-01-23
495,"Investment company Eagle Bay Advisors LLC (Current Portfolio) buys BTC iShares Floating Rate Bond ETF, Microsoft Corp, Golub Capital BDC Inc, iShares Russell 1000 Value ETF, Vanguard Small Cap ETF, sells Uber Technologies Inc, Vanguard FTSE Emerging Markets ETF, Cloudflare Inc, BTC iShares MSCI EAFE Min Vol Factor ETF, PNC Financial Services Group Inc during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Eagle Bay Advisors LLC.",2022-01-22
496,"In the latest trading session, PPL (PPL) closed at $29.66, marking a -0.17% move from the previous day.",2022-01-21
497,"Shares of PPL Corp. slid 0.17% to $29.66 Friday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-01-21
498,"Shares of Pembina Pipeline Corp. shed 1.71% to C$39.08 Friday, in what proved to be an all-around negative trading session for the Canadian market, with the...",2022-01-21
499,"The Federal Reserve's meeting trumps everything else for markets in the week ahead, as investors await any new clues on its plans to raise interest rates.",2022-01-21
500,"Netflix added a line in its quarterly shareholder letter acknowledging streaming competition is affecting its ""marginal growth.""",2022-01-20
501,"Shares of PPL Corp. slumped 0.37% to $29.71 Thursday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-01-20
502,"Shares of Pembina Pipeline Corp. slid 1.02% to C$39.76 Thursday, in what proved to be an all-around poor trading session for the Canadian market, with the...",2022-01-20
503,"Winter has arrived, and it's brought colder temperatures with it. And, as the mercury drops, it's normal to see energy use increase, leading to higher-than-normal bills in colder months. This year,... | January 20, 2022",2022-01-20
504,"What are the early trends we should look for to identify a stock that could multiply in value over the long term?  Typically, we'll want to notice a trend of growing return on capital employed (ROCE) and alongside that, an expanding base of capital employed.   Put simply, these",2022-01-20
505,"Brooklyn ImmunoTherapeuti... BTX, PPL",2022-01-20
506,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-01-20
507,"In the latest trading session, PPL (PPL) closed at $29.82, marking a -0.23% move from the previous day.",2022-01-19
508,"Shares of PPL Corp. shed 0.23% to $29.82 Wednesday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-01-19
509,"Shares of Pembina Pipeline Corp. slipped 1.08% to C$40.17 Wednesday, in what proved to be an all-around negative trading session for the Canadian market,...",2022-01-19
510,"Shares of PPL Corp. sank 0.27% to $29.89 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-01-18
511,"Shares of Pembina Pipeline Corp. dropped 1.12% to C$40.61 Tuesday, in what proved to be an all-around rough trading session for the Canadian market, with the...",2022-01-18
512,Microsoft takes big $68.7 billion swing on video game company Activision Blizzard while legacy media stays on sidelines,2022-01-18
513," 
Shares of PPL (NYSE:PPL) increased by 2.78% in the past three months. Before having a look at the importance of debt, let us look at how much debt PPL has.
PPL's Debt...",2022-01-18
514,"Shares of Pembina Pipeline Corp. advanced 1.58% to C$41.07 Monday, in what proved to be an all-around favorable trading session for the Canadian market, with...",2022-01-17
515,"PPL Corp (PPL) shares closed today at 1.5% below its 52 week high of $30.44, giving the company a market cap of $23B. The stock is currently down 0.3% year-to-date, up 12.5% over the past 12 months, and up 13.7% over the past",2022-01-15
516,"Ponte Vedra Beach, FL, based Investment company Butensky & Cohen Financial Security, Inc (Current Portfolio) buys Atmos Energy Corp, Micron Technology Inc, MSC Industrial Direct Co Inc, Merck Inc, Invesco BulletShares 2030 Corporate Bond ETF, sells Infosys, PPL Corp, Pinnacle West Capital Corp, Invesco BulletShares 2021 Corporate Bond ETF, Sylvamo Corp during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Butensky & Cohen Financial Security, Inc.",2022-01-14
517,"Shares of PPL Corp. sank 0.10% to $29.97 Friday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index rising...",2022-01-14
518,"Shares of Pembina Pipeline Corp. inched 0.65% higher to C$40.43 Friday, in what proved to be an all-around positive trading session for the Canadian market,...",2022-01-14
519,"LEXINGTON - Residential customers have once again ranked Kentucky Utilities Company first in electric residential customer satisfaction among the utility's peers in the Midwest mid-size region.The... | January 14, 2022",2022-01-14
520,"In the latest trading session, PPL (PPL) closed at $30, marking a +0.13% move from the previous day.",2022-01-13
521,"Shares of PPL Corp. inched 0.13% higher to $30.00 Thursday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2022-01-13
522,President Biden urged companies to voluntarily impose Covid vaccination rules on workers after the Supreme Court blocked a government order to do that.,2022-01-13
523,"Shares of Pembina Pipeline Corp. dropped 0.30% to C$40.17 Thursday, in what proved to be an all-around negative trading session for the Canadian market, with...",2022-01-13
524,PPL's utilities in Pennsylvania and Kentucky once again earned top honors for customer satisfaction in the J.D. Power 2021 Electric Utility Residential Customer Satisfaction Study.,2022-01-13
525,"Residential customers have once again ranked Kentucky Utilities Company first in electric residential customer satisfaction among the utility's peers in the Midwest mid-size region. ... | January 13, 2022",2022-01-13
526,"Shares of PPL Corp. inched 0.03% higher to $29.96 Wednesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2022-01-12
527,"Shares of Pembina Pipeline Corp. rose 1.33% to C$40.29 Wednesday, in what proved to be an all-around favorable trading session for the Canadian market, with...",2022-01-12
528,"PPL's focus on emission reduction, systematic investments and ramped-up homegrown activities act as tailwinds.",2022-01-11
529,"Shares of PPL Corp. sank 0.93% to $29.95 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",2022-01-11
530,Two of Sen. Kyrsten Sinema's former aides have become key aides for corporate giants looking to impact President Joe Biden's agenda. ,2022-01-11
531,"Shares of Pembina Pipeline Corp. rallied 1.22% to C$39.76 Tuesday, in what proved to be an all-around positive trading session for the Canadian market, with...",2022-01-11
532,"PPL (PPL) closed the most recent trading day at $30.23, moving -0.07% from the previous trading session.",2022-01-10
533,"Shares of PPL Corp. slumped 0.07% to $30.23 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-01-10
534,"Shares of Pembina Pipeline Corp. shed 0.66% to C$39.28 Monday, in what proved to be an all-around down trading session for the Canadian market, with the...",2022-01-10
535,Former aides to Sen. Joe Manchin who are now lobbyists are scoring big clients as their ex-boss battles President Biden's agenda,2022-01-10
536,"PPL Corp (PPL) shares closed today at 0.6% below its 52 week high of $30.44, giving the company a market cap of $23B. The stock is currently up 0.6% year-to-date, up 15.2% over the past 12 months, and up 14.1% over the past fi",2022-01-09
537,"Shares of PPL Corp. inched 0.80% higher to $30.25 Friday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2022-01-07
538,"""Turning Red"" is the third Pixar film to transition to Disney's streaming platform during the pandemic.",2022-01-07
539,"Shares of PPL Corp. shed 0.13% to $30.01 Thursday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-01-06
540,"Jim Cramer, Dan Ives of Wedbush Securities, Gene Munster of Loup, Aaron Kessler of Raymond James, Dan Niles of Satori Fund, Darrin Peller of Wolfe Research, Josh Brown of Ritholtz Wealth Management, Brenda Vingiello of Sand Hill Global Advisors, Sarat Sethi of DCLA, and Steve Weiss of Short Hills Capital explain why they are buying, selling, or holding specific stocks and ETFs",2022-01-06
541,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-01-06
542,"Sarat Sethi, DCLA managing partner and portfolio manager, joins the 'Halftime Report' to discuss his top stock picks for 2022, which include Uber, Morgan Stanley, and Comcast.",2022-01-06
543,"Shares of PPL Corp. inched 0.20% higher to $30.05 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2022-01-05
544,"PPL Corp (PPL) shares closed today at 1.2% below its 52 week high of $30.34, giving the company a market cap of $23B. The stock is currently down 0.2% year-to-date, up 15.1% over the past 12 months, and up 14.7% over the past",2022-01-05
545,"Shares of PPL Corp. slipped 0.50% to $29.99 Tuesday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",2022-01-04
546,"PPL (PPL) closed at $30.14 in the latest trading session, marking a +0.27% move from the prior day.",2022-01-03
547,"Shares of PPL Corp. inched 0.27% higher to $30.14 Monday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2022-01-03
548,"Shares of PPL Corp. inched 0.37% higher to $30.06 Friday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2021-12-31
549,"If you're as nervous about the 2022 financial scene as I am, we should take this holiday week to review 22 reliable dividends. I'm talking about generous payers that are prepared for any market, bull or bear.",2021-12-31
550,"PPL Corp (PPL) shares closed 0.2% higher than its previous 52 week high, giving the company a market cap of $22B. The stock is currently up 11.9% year-to-date, up 15.6% over the past 12 months, and up 13.4% over the past five",2021-12-31
551,"PPL (PPL) closed the most recent trading day at $29.95, moving +0.54% from the previous trading session.",2021-12-30
552,"Shares of PPL Corp. inched 0.54% higher to $29.95 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2021-12-30
553,,2021-12-30
554,"Shares of PPL Corp. inched 0.07% higher to $29.79 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",2021-12-29
555,"PPL Corp (PPL) shares closed today at 0.4% below its 52 week high of $29.89, giving the company a market cap of $22B. The stock is currently up 11.8% year-to-date, up 15.7% over the past 12 months, and up 14.6% over the past f",2021-12-29
556,,2021-12-29
557,"Shares of PPL Corp. inched 0.81% higher to $29.77 Tuesday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",2021-12-28
558,"The Zacks Analyst Blog Highlights: EPR Properties, PPL Corp, Arbor Realty Trust, Horizon Technology Finance Corp and Dynex Capital",2021-12-28
559,"The coming year could be a tricky one for income-minded investors. Interest rates are expected to rise, increasing overall yields but also likely resulting in stock price volatility. The resulting lower stock prices also mean the yields on many dividend-paying stocks are adjusted",2021-12-28
560,"Shares of PPL Corp. inched 0.37% higher to $29.53 Monday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2021-12-27
561,"Sunoco (SUN), EPR Properties (EPR), Oasis Midstream (OMP), PPL Corporation (PPL), Arbor (ABR), Horizon Technology (HRZN), and Dynex Capital (DX) appear to be healthy bets in 2022 with solid dividends.",2021-12-27
562,Most readers would already know that PPL's (NYSE:PPL) stock increased by 4.4% over the past month. Given that the...,2021-12-27
563,"""West Side Story"" is a box office bomb, having only generated around $36 million in ticket sales on a $100 million production budget.",2021-12-26
564,"A weekly summary of dividend activity for Dividend Champions, Contenders, and Challengers. Companies which changed their dividends. Companies with upcoming ex-dividend dates.",2021-12-26
565,"PPL (PPL) closed the most recent trading day at $29.42, moving +0.03% from the previous trading session.",2021-12-24
566,"PPL Corp (PPL) shares closed today at 1.6% below its 52 week high of $29.89, giving the company a market cap of $22B. The stock is currently up 10.4% year-to-date, up 18.3% over the past 12 months, and up 11.3% over the past f",2021-12-23
567,"Shares of PPL Corp. inched 0.03% higher to $29.42 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",2021-12-23
568,"Shares of PPL Corp. slid 0.03% to $29.41 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500 Index...",2021-12-22
569,"PPL Electric Utilities customers have received more than $5.1 million in utility payments through the Emergency Rental Assistance Program , and additional funding, as well as many other customer... | December 22, 2021",2021-12-22
570,Today we will run through one way of estimating the intrinsic value of PPL Corporation (NYSE:PPL)  by estimating the company's future cash flows and discounting them to their present value.  One way to achieve this is by employing the Discounted Cash Flow (DCF) model.  There's r,2021-12-22
571,"Shares of PPL Corp. slipped 0.27% to $29.42 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",2021-12-21
572,"""Spider-Man: No Way Home"" proves that audiences are ready to return to movie theaters, but the industry still faces major obstacles.",2021-12-21
573," 
In the current market session, PPL Inc. (NYSE:PPL) is trading at $29.50, after a 0.1% decrease. However, over the past month, the stock increased by 2.68%, and in the past...",2021-12-21
574,"As the Senate weighs whether to confirm Gigi Sohn to the FCC, President Biden's efforts to reinstate net neutrality are taking shape.",2021-12-21
575,"PPL Corp (PPL) shares closed today at 1.2% below its 52 week high of $29.87, giving the company a market cap of $22B. The stock is currently up 11.0% year-to-date, up 16.2% over the past 12 months, and up 11.5% over the past f",2021-12-20
576,"Shares of PPL Corp. slumped 0.20% to $29.50 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2021-12-20
577,"In this article, we discuss the 10 best dividend stocks to buy according to Joel Greenblatt’s Gotham Asset Management. You can skip our detailed analysis of Greenblatt’s hedge fund and its returns over the years, and go directly to read 5 Dividend Stocks to Buy According to Joel Greenblatt’s Gotham Asset Management. Joel Greenblatt is […]",2021-12-19
578,,2021-12-19
579,"Shares of PPL Corp. inched 0.27% higher to $29.56 Friday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2021-12-17
580,"While overall interest rates may still be near their record lows, income-seeking investors aren't completely out of luck. There are still plenty of high-yielding dividend stocks to step into, even if their yields are high because those stocks have lost ground in 2021.The question",2021-12-17
581,"National Grid USA wants to sell the Narragansett Electric Co. to PPL Corp., a Pennsylvania-based energy company.  Public hearings are underway this week before the R.I. Division of Public Utilities and Carriers.  Hearing officer John Spirito is presiding over the proceedings at a state office building in Warwick.",2021-12-16
582,"Shares of PPL Corp. inched 0.72% higher to $29.48 Thursday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2021-12-16
583,"Vanguard Utilities ETF's quality metrics are OK, but not good enough to justify current valuations. Read more about VPU and compare it with XLU here.",2021-12-16
584,"Staff article entitled February 2022 Options Now Available For PPL, about stock options, from Stock Options Channel.",2021-12-16
585,"Shares of PPL Corp. rallied 1.53% to $29.27 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2021-12-15
586,"Shares of PPL Corp. slumped 0.17% to $28.83 Tuesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2021-12-14
587,"Looking today at week-over-week shares outstanding changes among the universe of ETFs covered at ETF Channel, one standout is the iShares Select Dividend ETF (Symbol: DVY) where we have detected an approximate $213.1 million dollar inflow -- that's a 1.1% increase week over wee",2021-12-14
588,"LOUISVILLE - In the wake of the historic tornadoes that ripped through Kentucky late Friday and early Saturday, Louisville Gas and Electric Company and Kentucky Utilities Company are donating $50,000... | December 14, 2021",2021-12-14
589,"In the wake of the historic tornadoes that ripped through Kentucky late Friday and early Saturday, Louisville Gas and Electric Company and Kentucky Utilities Company are donating $50,000 to the Team... | December 13, 2021",2021-12-13
590,"Shares of PPL Corp. inched 0.52% higher to $28.88 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2021-12-13
