,summary,date
208,The two largest companies by revenue in the Philadelphia area also had the two largest increases in total employees.,2022-05-13
209,"Shares of PPL Corp. slipped 0.21% to $28.34 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-05-12
210,"Shares of PPL Corp. inched 0.42% higher to $28.40 Wednesday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2022-05-11
211,"Shares of PPL Corp. slid 1.77% to $28.28 Tuesday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index...",2022-05-10
212,,2022-05-10
213,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-05-09
214,"Shares of PPL Corp. slipped 1.51% to $28.79 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-05-09
215,"The news means that tens of millions of households could receive high-speed internet at no cost, according to the White House.",2022-05-09
216,"Shares of PPL Corp. rose 1.49% to $29.23 Friday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",2022-05-06
217,"Image source: The Motley Fool.  PPL (NYSE: PPL)Q1 2022 Earnings CallMay 05, 2022, 11:00 a.m. ETContents:  Prepared Remarks Questions and Answers Call Participants  Prepared Remarks:  OperatorGood morning, everyone, and welcome to the PPL Corporation's first quarter earnings conference call.",2022-05-06
218,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-05-05
219,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-05-05
220,"Shares of PPL Corp. shed 0.31% to $28.80 Thursday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-05-05
221,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-05-05
222,PPL Corporation's (PPL) first-quarter earnings beat estimates. PPL Corporation benefits from the improved results of the Kentucky and Pennsylvania Regulated segments.,2022-05-05
223,"PPL (PPL) delivered earnings and revenue surprises of 2.50% and 11.48%, respectively, for the quarter ended March 2022. Do the numbers hold clues to what lies ahead for the stock?",2022-05-05
224,"This Item 2. Combined Management's Discussion and Analysis of FinancialCondition and Results of Operations is separately filed by PPL, PPL Electric,LG&E and KU. Information contained herein... | May 5, 2022",2022-05-05
225,"PPL Corporation (NYSE: PPL) today announced first-quarter 2022 reported earnings (GAAP) of $273 million, or $0.37 per share, compared with a first-quarter 2021 reported net loss of $1.84 billion, or $2.39 per share.",2022-05-05
226,"ALLENTOWN, Pa. _ PPL Corp. on Thursday reported earnings of $273 million in its first quarter. The Allentown, Pennsylvania-based company said it had profit of 37 cents per share.... | May 5, 2022",2022-05-05
227,"Item 2.02 Results of Operations and Financial ConditionOn May 5, 2022, PPL Corporation issued a press release announcing itsfinancial results for the quarter ended March 31, 2022 and other... | May 5, 2022",2022-05-05
228,Reports Q1 revenue $1.78B... PPL,2022-05-05
229,"Shares of PPL Corp. rose 2.56% to $28.89 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500 Index...",2022-05-04
230,"Let's focus on utility stocks D, EVRG, PPL, ED and SRE that are scheduled to release first-quarter earnings on May 5.",2022-05-04
231,"Shares of PPL Corp. inched 0.21% higher to $28.17 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2022-05-03
232,"Shares of PPL Corp. slipped 0.71% to $28.11 Monday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",2022-05-02
233,"PPL Corporation's (PPL) first-quarter results are likely to benefit from the new rates and a reduction in the debt balance, partly offset by an increase in the operating expenses.",2022-05-02
234,"ALLENTOWN - PPL Corporation will release consolidated first-quarter 2022 earnings results on Thursday, May 5.Vincent Sorgi, PPL president and chief executive officer, and other members of PPL's... | May 2, 2022",2022-05-02
235,"Comcast and Charter's joint venture to challenge Roku, Amazon and other streaming platforms may signal cable's long-game strategy.",2022-05-01
236,LG&E and KU Energy was recently honored as the recipient of a Technology Transfer Award from the Electric Power Research Institute (EPRI) for its achievements in research and development.,2022-04-29
237,"PPL Corporation (NYSE: PPL) will release consolidated first-quarter 2022 earnings results on Thursday, May 5.",2022-04-29
238,"energy stock channel,PPL,",2022-04-29
239,PPL (PPL) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,2022-04-28
240,These are the stocks posting the largest moves in midday trading. ,2022-04-28
241,"Nearly 20 different organizations - including cities, schools, and non-profits - are helping make the Bluegrass a little greener this year, thanks in-part to funding from LG&E and KU Foundation.... | April 28, 2022",2022-04-28
242,"CNBC's 'Squawk Box' team break down the latest first-quarter earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-04-28
243,"All eyes will be on Comcast's broadband division, which is expected to add 229,000 new high-speed internet customers during the first quarter. ",2022-04-28
244,"PPL (PPL) closed at $28.90 in the latest trading session, marking a -1.2% move from the prior day.",2022-04-27
245,"ALLENTOWN - PPL Electric Utilities is proud to announce it has won a 2021 Technology Transfer Award from the Electric Power Research Institute.The award recognizes PPL Electric's application of an... | April 27, 2022",2022-04-27
246,"PPL Electric Utilities is proud to announce it has won a 2021 Technology Transfer Award from the Electric Power Research Institute (EPRI). The award recognizes PPL Electric's application of an adaptive Distribution Protection Assessment Tool (DPAT) that automates processes, increasing the overall safety, reliability and efficiency of the electric grid.",2022-04-26
247,"Shares of PPL Corp. shed 1.71% to $29.25 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-04-26
248,"PPL Electric Utilities is proud to announce it has won a 2021 Technology Transfer Award from the Electric Power Research Institute . The award recognizes PPL Electric's application of an adaptive... | April 26, 2022",2022-04-26
249,"Shares of PPL Corp. shed 0.43% to $29.76 Monday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index...",2022-04-25
250,Credit Suisse analyst Nic... PPL,2022-04-25
251,"Netflix doesn't plan to shut down password sharers overnight. Rather, it intends to bill shared accounts an extra fee in a global rollout that may take a year.",2022-04-23
252,"Shares of PPL Corp. slipped 1.58% to $29.89 Friday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",2022-04-22
253,"Michael Morris, Guggenheim Partners, joins 'TechCheck' to dicsuss Snap's Q1 earnings results, where his forecast currently is and whether investors are too bearish on the streaming service industry.",2022-04-22
254,"PPL (PPL) closed the most recent trading day at $30.37, moving +0.66% from the previous trading session.",2022-04-21
255,"Shares of PPL Corp. inched 0.66% higher to $30.37 Thursday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2022-04-21
256,"The best performing sector as of midday Thursday is the Consumer Products sector, up 0.3%. Within that group, Tesla Inc (Symbol: TSLA) and Altria Group Inc (Symbol: MO) are two of the day's stand-outs, showing a gain of 4.7% and 2.7%, respectively. Among consumer products ETF",2022-04-21
257,Dissolving the district would mean Reedy Creek employees and infrastructure would be absorbed by the local counties.,2022-04-21
258,"ALLENTOWN - Days are getting longer, temperatures are rising and now is the perfect time to spring into savings with energy-efficiency tips and money-saving rebates from PPL Electric Utilities.And,... | April 21, 2022",2022-04-21
259,"In the latest trading session, PPL (PPL) closed at $30.17, marking a +1.14% move from the previous day.",2022-04-20
260,"Shares of PPL Corp. advanced 1.14% to $30.17 Wednesday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",2022-04-20
261,"If we're looking to avoid a business that is in decline, what are the trends that can warn us ahead of time? More often...",2022-04-20
262,"Instead of legacy media shares soaring as they imitate Netflix, the industry has brought Netflix down to a degree.",2022-04-20
263,"Days are getting longer, temperatures are rising and now is the perfect time to spring into savings with energy-efficiency tips and money-saving rebates from PPL Electric Utilities. And, as we all... | April 20, 2022",2022-04-20
264,"Shares of PPL Corp. rallied 2.09% to $29.83 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index...",2022-04-19
265,"Netflix has been willing to turn a blind eye toward password sharing when it was growing subscribers, but losing customers can change behavior quickly.",2022-04-19
266,"According to utility association Common Ground Alliance, nearly 35 million Americans will put themselves, their neighbors and their communities at risk over the coming year by failing to have... | April 19, 2022",2022-04-19
267,"Shares of PPL Corp. inched 0.07% higher to $29.22 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2022-04-18
268,"Shares of PPL Corp. inched 0.79% higher to $29.20 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2022-04-14
269,"PPL Corporation (NYSE: PPL) published its annual Sustainability Report today, highlighting the company's progress and approach on a wide range of environmental, social and governance (ESG) initiatives, including its clean energy goals; diversity, equity and inclusion strategy; human rights commitment and ESG governance.",2022-04-14
270,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-04-14
271,"In the latest trading session, PPL (PPL) closed at $28.97, marking a +0.49% move from the previous day.",2022-04-13
272,"Shares of PPL Corp. inched 0.49% higher to $28.97 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",2022-04-13
273,"Shares of PPL Corp. slid 0.28% to $28.83 Tuesday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-04-12
274,"Item 7.01 Regulation FD Disclosure.As previously disclosed, on February 23, 2022, the Rhode Island Division ofPublic Utilities and Carriers , in response to an applicationfiled by PPL Corporation... | April 11, 2022",2022-04-11
275,"Shares of PPL Corp. sank 0.69% to $28.91 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index falling...",2022-04-11
276,"Shares of PPL Corp. slipped 0.07% to $29.11 Friday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",2022-04-08
277,"""Sonic the Hedgehog 2"" is the first major family film released in 2022 and is expected to signal if this demographic is finally ready to return to theaters.",2022-04-08
278,"In the latest trading session, PPL (PPL) closed at $29.13, marking a -0.88% move from the previous day.",2022-04-07
279,"Shares of PPL Corp. sank 0.88% to $29.13 Thursday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",2022-04-07
280,"Niche sports organizations such as UFC, WWE and Formula 1 could be alluring acquisition targets for big streaming companies like Disney and Netflix.",2022-04-07
281,"Pembina Pipeline Corporation (""Pembina"" or the ""Company"") (TSX: PPL) (NYSE: PBA) announced today that its Board of Directors has declared a common share cash dividend for April 2022 of $0.21 per share to be paid, subject to applicable law, on May 13, 2022 to shareholders of record on April 25, 2022. The common share dividends are designated ""eligible dividends"" for Canadian income tax purposes. For non-resident shareholders, Pembina's common share dividends should be considered ""qualified divide",2022-04-06
282,"Shares of PPL Corp. rallied 2.37% to $29.39 Wednesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-04-06
283,"This April, PPL Electric Utilities, and other electric utilities around the nation, will celebrate the annual Lineworker Appreciation Day, as well as the everyday contributions made by round-the-clock... | April 6, 2022",2022-04-06
284,"ENERGY FORWARD PPL CORPORATION 2O21 ANNUAL REPORT PPL CORPORATION AT A GLANCE ... | April 6, 2022",2022-04-06
285,"The ""Halftime Report"" traders give their top picks to watch for the second half.",2022-04-06
286,"As tensions rise between Disney and Florida lawmakers, the company will air new a new public service announcement from GLAAD featuring a transgender teen.",2022-04-06
287,"During 2022-Q1, 718 publicly traded dividend paying firms announced they would increase their dividend payouts to their shareholding owners.",2022-04-06
288,"the online investor,PPL,SWKS,",2022-04-06
289,"Shares of PPL Corp. inched 0.03% higher to $28.71 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2022-04-05
290,"'Mad Money' host Jim Cramer and the 'Squawk on the Street' team break down shares of AT&T, Discovery and CNBC parent company Comcast.",2022-04-05
291,"Shares of PPL Corp. slid 1.10% to $28.70 Monday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index rising...",2022-04-04
292,"ppl-20220404 UNITED STATES SECURITIES AND EXCHANGE COMMISSION Washington, D.C. 20549 FORM 8-K ... | April 4, 2022",2022-04-04
293,"Item 7.01 Regulation FD Disclosure.As previously disclosed, on February 23, 2022, the Rhode Island Division ofPublic Utilities and Carriers , in response to an applicationfiled by PPL Corporation... | April 4, 2022",2022-04-04
294,Argus analyst Marie Fergu... PPL,2022-04-04
295,"Shares of PPL Corp. rose 1.61% to $29.02 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index...",2022-04-01
296,"In the latest trading session, PPL (PPL) closed at $28.56, marking a -0.49% move from the previous day.",2022-03-31
297,"Shares of PPL Corp. shed 0.49% to $28.56 Thursday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",2022-03-31
298,"Canada's main oil-producing province Alberta on Thursday selected six proposals to move forward with developing Canada's first carbon storage hubs, intended to help cut climate-warming emissions by permanently sequestering them underground.",2022-03-31
299,"Shares of PPL Corp. inched 0.91% higher to $28.70 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2022-03-30
300,"In trading on Wednesday, shares of PPL Corp (Symbol: PPL) crossed above their 200 day moving average of $28.61, changing hands as high as $28.63 per share. PPL Corp shares are currently trading up about 0.5% on the day. The chart below shows the one year performance of PPL sh",2022-03-30
301,"Item 7.01 Regulation FD Disclosure.As previously disclosed, on March 3, 2022, the Supreme Judicial Court for theCommonwealth of Massachusetts issued an ordergranting a stay of a waiver order ... | March 29, 2022",2022-03-29
302,"Shares of PPL Corp. advanced 2.41% to $28.44 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-03-29
303,"ALLENTOWN, Pa. - PPL Corporation issued the following statement in response to today's decision by the Supreme Judicial Court of Massachusetts: ""We're pleased that the... | March 29, 2022",2022-03-29
304,"PPL Electric Utilities' recently updated website and online self-service options make it easier than ever for customers who are struggling to pay their utility bills to get the help they need. ... | March 29, 2022",2022-03-29
305,According to a regulatory... PPL,2022-03-29
306,"Shares of PPL Corp. inched 0.65% higher to $27.77 Monday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-03-28
307,"""CODA"" won Best Picture at the Oscars. ""Dune"" won the most awards. Will Smith smacked Chris Rock for insulting Jada Pinkett-Smith.",2022-03-27
308,"PPL (PPL) closed the most recent trading day at $27.59, moving +0.95% from the previous trading session.",2022-03-25
309,"The simplest way to invest in stocks is to buy exchange traded funds. But if you pick the right individual stocks, you...",2022-03-25
310,"Shares of PPL Corp. inched 0.95% higher to $27.59 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",2022-03-25
311,"PPL (PPL) closed the most recent trading day at $27.33, moving +1.64% from the previous trading session.",2022-03-24
312,"Shares of PPL Corp. advanced 1.64% to $27.33 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-03-24
313,"LOUISVILLE - In the last three months, Kentucky faced ice storms, flooding, thunderstorms and tornados, some of which are now considered part of the worst tornado event in the commonwealth's... | March 24, 2022",2022-03-24
314,"Shares of PPL Corp. inched 0.11% higher to $26.89 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",2022-03-23
315,"Shares of PPL Corp. slid 0.15% to $26.86 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",2022-03-22
316,A Rocky Mountain mansion owned by Russian oligarch Roman Abramovich would likely be among the first assets frozen by the U.S. government if he is sanctioned.,2022-03-20
317,"PPL (PPL) closed at $26.67 in the latest trading session, marking a -0.45% move from the prior day.",2022-03-18
318,"Shares of PPL Corp. slipped 0.45% to $26.67 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index...",2022-03-18
319,"Looking today at week-over-week shares outstanding changes among the universe of ETFs covered at ETF Channel, one standout is the iShares Select Dividend ETF (Symbol: DVY) where we have detected an approximate $455.5 million dollar inflow -- that's a 2.2% increase week over wee",2022-03-18
320,"In the latest trading session, PPL (PPL) closed at $26.79, marking a +0.64% move from the previous day.",2022-03-17
321,"Shares of PPL Corp. inched 0.64% higher to $26.79 Thursday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",2022-03-17
322,"Investors in PPL Corp (Symbol: PPL) saw new options begin trading today, for the May 20th expiration. At Stock Options Channel, our YieldBoost formula has looked up and down the PPL options chain for the new May 20th contracts and identified one put and one call contract of p",2022-03-17
323,"NEW YORK, March 16, 2022 (GLOBE NEWSWIRE) -- On March 1, 2022, Center Coast Brookfield MLP & Energy Infrastructure Fund (NYSE: CEN) learned of a definitive agreement outlining a potential transaction involving its investment in KKR Eagle Co-Invest LP (the “Private Investment”), which is a private vehicle through which CEN holds an indirect investment in Veresen Midstream Limited Partnership (“VMLP”), a privately owned Canadian natural gas and natural gas liquids midstream business. VMLP focuses",2022-03-16
324,"Shares of PPL Corp. inched 0.45% higher to $26.62 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",2022-03-16
325,"Shares of PPL Corp. advanced 1.34% to $26.50 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-03-15
326,Today we will run through one way of estimating the intrinsic value of PPL Corporation ( NYSE:PPL ) by estimating the...,2022-03-15
327,"Shares of PPL Corp. dropped 0.46% to $26.15 Monday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones...",2022-03-14
328,Netflix's stock has now given up all its pandemic gains. Shares were down more than 50% since their mid-November high.,2022-03-14
329,"Project is the latest in Solar Alliance’s utility customer portfolio and includes an option for additional 500-kW system TORONTO and KNOXVILLE, Tenn., March 14, 2022 (GLOBE NEWSWIRE) -- Solar Alliance Energy Inc. (‘Solar Alliance’ or the ‘Company’) (TSX-V: SOLR, OTCQB: SAENF) is pleased to announce it has commenced construction on a 500-kilowatt (“kW”) solar project in Kentucky for Louisville Gas and Electric Company (“LG&E”) and Kentucky Utilities Company (“KU”), regulated utilities that serve",2022-03-14
330,"China's latest Covid outbreak is prompting a round of business restrictions, while Russian and Ukrainian officials held another peace discussion.",2022-03-14
331,Solar Alliance Energy is ... PPL,2022-03-14
332,"In the latest trading session, PPL (PPL) closed at $26.27, marking a -1.17% move from the previous day.",2022-03-11
333,"Shares of PPL Corp. slipped 1.17% to $26.27 Friday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",2022-03-11
334,"LOUISVILLE - Thanks to customers interest and ongoing support, LG&E and KU's Solar Share facility in Simpsonville is more than halfway subscribed and the utilities are now constructing the fifth... | March 10, 2022",2022-03-10
335,"Shares of PPL Corp. advanced 2.30% to $26.69 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",2022-03-09
336,"― Thanks to customers' interest and ongoing support, LG&E and KU's Solar Share facility in Simpsonville is more than halfway subscribed and the utilities are now constructing the... | March 9, 2022",2022-03-09
337,VOO's surge in share price hides the fact that it has produced growing income for investors throughout the past 20 years. See if VOO is a good buy here.,2022-03-09
338,Wolfe Research analyst St... PPL,2022-03-09
339,"Shares of PPL Corp. inched 0.54% higher to $26.29 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2022-03-08
340,Researchers help explain the wide disconnect between executives and employees about their excitement to return to the office.,2022-03-08
341,"LOUISVILLE - The Federal Trade Commission reported last month it received more than 2.8 million fraud reports from consumers losing more than $5.8 billion in 2021.With scams and threats to personal... | March 8, 2022",2022-03-08
342,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-03-08
343,"Shares of PPL Corp. slid 1.13% to $26.15 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index falling...",2022-03-07
344,"The Federal Trade Commission reported last month it received more than 2.8 million fraud reports from consumers ― losing more than $5.8 billion ― in 2021. With scams and threats to... | March 7, 2022",2022-03-07
345,"A $5.3 billion sale of a Rhode Island utility company is now blocked pending resolution of a court challenge by Massachusetts Attorney General Maura Healey.  National Grid USA had hoped to sell Narragansett Electric Co. — with its 780,000 Rhode Island gas and electric customers — to the Pennsylvania-based PPL Corporation (NYSE:PPL) by mid-March.",2022-03-07
346,"""Given the circumstances on the ground, we have decided to suspend our service in Russia,"" a spokesperson said Sunday afternoon.",2022-03-06
347,"Shares of PPL Corp. rallied 1.69% to $26.45 Friday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-03-04
348,"Duke Energy Corp's (DUK) subsidiary, Duke Energy Carolinas, proposes plans to increase the rate on customer bills from September 2022 due to the rising commodity prices",2022-03-04
349,Disney announced a new ad-supported tier for its Disney+ streaming service on Friday.,2022-03-04
350,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-03-03
351,"PPL Corporation issued the following statement in response to today's decision by the Massachusetts Supreme Judicial Court: ""Today, the Supreme Judicial Court of Massachusetts... | March 3, 2022",2022-03-03
352,"Item 7.01 Regulation FD Disclosure.As previously disclosed, on February 24, 2022, in response to a motion filed bythe Attorney General of Massachusetts, a justice of the Supreme Judicial Courtof... | March 3, 2022",2022-03-03
353,Batman has been a staple on the big screen since Tim Burton's 1989 superhero film. A look at how past Batman films have fared at the global box office.,2022-03-03
354,"Shares of PPL Corp. rallied 1.13% to $26.01 Thursday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",2022-03-03
355,"Shares of PPL Corp. advanced 1.06% to $25.72 Wednesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",2022-03-02
356,"Futures for Canada's main stock index rose on Wednesday after oil prices spiked on rising supply concerns amid an intensifying Russian assault on Ukraine, while investors awaited Bank of Canada's rate decision due later in the day.",2022-03-02
357,"Monthly update of the Dividend Champions List. 139 companies declared higher dividends in the past month, with an average increase of 10.54% over their previous payouts.",2022-03-02
358,"Shares of PPL Corp. slid 2.75% to $25.45 Tuesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-03-01
359,"PPL Electric Utilities will hold a webinar on Tuesday, March 8, from 10 to 11 a.m., where business customers can learn more about the anatomy of their electric bills. The educational session will... | March 1, 2022",2022-03-01
360,"LOUISVILLE - Louisville Gas and Electric Company and Kentucky Utilities Company have joined the Kentucky Energy and Environment Cabinet's Hydrogen Hub initiative to make hydrogen a low-carbon... | March 1, 2022",2022-03-01
361,"Pembina Pipeline Corp said on Tuesday it has agreed to form a joint venture with private equity firm KKR & Co by combining their western Canadian natural gas processing assets, in deals worth C$11.4 billion ($8.99 billion).",2022-03-01
362,"Shares of Energy Transfer L.P. undefined rose 0.8% in premarket trading Tuesday, after the provider of natural gas pipeline transportation services said it...",2022-03-01
363,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-03-01
364,"U.S. pipeline operator Kinder Morgan said on Monday it was working with regulatory authorities to identify the cause of diesel spillage from its pipeline in Georgia, which resumed service on Saturday evening after repairs were completed.",2022-02-28
365,U.S. pipeline regulator Pipeline Hazardous Materials and Safety Administration (PHMSA) issued a corrective action order on Feb. 26 after a failure of a Kinder Morgan pipeline resulted in a diesel spillage in Georgia.,2022-02-28
366,"Disney, Sony and Warner Bros. have halted future theatrical film releases in Russia following the country's attack on Ukraine. ",2022-02-28
367,"Shares of PPL Corp. slid 0.98% to $26.17 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-02-28
368,"Louisville Gas and Electric Company and Kentucky Utilities Company have joined the Kentucky Energy and Environment Cabinet's Hydrogen Hub initiative to make hydrogen a low-carbon solution for the... | February 28, 2022",2022-02-28
369,"Although most investors build their nest eggs slowly, a few spare dollars at a time, it's not unheard of to get your hands on a nice-sized lump of money. Inheritances, legal settlements, or even the sale of real estate can easily leave you flush with more cash than you'd ever nee",2022-02-26
370,"Shares of PPL Corp. advanced 1.89% to $26.43 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index...",2022-02-25
371,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-02-25
372,"Item 7.01 Regulation FD Disclosure.As previously disclosed, on July 16, 2021, the Massachusetts Department ofPublic Utilities , in response to a petition filed by NationalGrid USA , issued an... | February 25, 2022",2022-02-25
373,Mizuho analyst Anthony Cr... PPL,2022-02-25
374,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-02-24
375,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-02-24
376,"Shares of PPL Corp. slid 0.61% to $25.94 Thursday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",2022-02-24
377,"It was a strong quarter for Disney, HBO Max and Paramount+ as streaming leader Netflix acknowledged competition may be hurting its growth on the margins.",2022-02-24
378,Mizuho analyst Anthony Cr... PPL,2022-02-24
379,"PPL stock has been unduly punished after cutting the dividend by 52%. Last year, management telegraphed their intentions. The payout should see a good boost from here.",2022-02-24
380,PPL Corporation (NYSE: PPL) today received approval from the Rhode Island Division of Public Utilities and Carriers to acquire The Narragansett Electric Company from National Grid USA.,2022-02-23
381,"Item 7.01 Regulation FD Disclosure.On February 23, 2022, the Rhode Island Division of Public Utilities andCarriers, in response to an application filed by PPL Corporation , PPL Rhode... | February 23, 2022",2022-02-23
382,"Shares of PPL Corp. slipped 2.65% to $26.10 Wednesday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-02-23
383,"North American oil and gas pipeline companies are gearing up to compete for a budding market moving greenhouse gases to carbon capture and storage (CCS) projects - by building new pipelines to transport carbon dioxide or giving new life to old, under-used ones.",2022-02-23
384,"Canada's main stock index rose on Wednesday, as global sentiment was lifted by modest sanctions by Western nations on Moscow, with investors eyeing the next move in the Russia-Ukraine conflict.",2022-02-23
385,Canada's Pembina Pipeline Corp said on Wednesday its interim Chief Executive Officer Scott Burrows would lead the company on a permanent basis.,2022-02-23
386,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-02-23
387,PPL Corporation received ... PPL,2022-02-23
388,"Shares of PPL Corp. rose 2.72% to $26.81 Tuesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",2022-02-22
389,"In afternoon trading on Tuesday, Utilities stocks are the best performing sector, losing just 0.3%. Within that group, PPL Corp (Symbol: PPL) and CenterPoint Energy, Inc (Symbol: CNP) are two large stocks leading the way, showing a gain of 2.2% and 1.9%, respectively. Among u",2022-02-22
390,"Shares of Arbor Realty Trust, Inc. ABR gained 3.6% after the company reported fourth-quarter 2021 earnings of $0.57 per share, beating the Zacks Consensus Estimate of $0.40 per share.PPL Corporation’s PPL shares declined 7.3% after the company reported fourth-quarter 2021",2022-02-22
391,"With the market melting down, dividend stocks have built-in cushions. Unlike profitless tech shares, which rarely pay, our dividend payers' yields go up when prices go down.",2022-02-22
392,RBC Capital analyst Shelb... PPL,2022-02-22
393,RBC Capital analyst Shelb... PPL,2022-02-22
394,,2022-02-22
395,"ALLENTOWN - PPL Corporation on Friday reported a 2021 net loss of $1.48 billion, or $1.93 per share, compared with reported earnings of $1.47 billion, or $1.91 per share in 2020.Adjusting for... | February 21, 2022",2022-02-21
396,A weekly summary of dividend activity for Dividend Champions and Contenders. Companies which changed their dividends. Companies with upcoming ex-dividend dates.,2022-02-20
397,"Good morning, everyone, and thank you for joining the PPL Corporation conference call on fourth-quarter and full-year 2021 financial results.  While strategic repositioning was a key priority in 2021 to set PPL up for long-term success, we also remain focused on achieving our near-term objectives.",2022-02-19
398,Image source: The Motley Fool.,2022-02-18
399,"Shares of PPL Corp. slipped 7.25% to $26.10 Friday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index...",2022-02-18
400,"Energy stocks were lower this afternoon, with the NYSE Energy Sector Index and the SPDR Energy Select Sector ETF (XLE) down 0.7% each. The Philadelphia Oil-Service Sector index was posting a 2% decline and the Dow Jones US Utilities Index was falling 0.4%.",2022-02-18
401,PPL Corporation's (PPL) fourth-quarter earnings lag estimates. PPL Corporation is likely to benefit from the completion of the share repurchase target.,2022-02-18
402,"PPL Corporation (NYSE:PPL) Q4 2021 Earnings Conference Call February 18, 2022 11:00 ET Company Participants Andy Ludwig - Vice President, Investor Relations Vince Sorgi - President and...",2022-02-18
