,economy_fiscal_news_sentiment_score,economy_fiscal_news_sentiment_label,economy_macro_news_sentiment_score,economy_macro_news_sentiment_label,economy_monetary_news_sentiment_score,economy_monetary_news_sentiment_label,financial_market_news_sentiment_score,financial_market_news_sentiment_label,ticker_news_compound,adj_close,volume,MACD_signal,OBV ema,RSI
635,0.07226315384615385,1,0.05420253623188406,1,-0.179354,1,0.13601620100502512,2,0.09989000000000003,0.027016022273570472,24617000.0,-3.0993368837824855,386187523.3875142,38.23331606658204
636,0.023526129032258068,1,0.06541097142857143,1,-0.179354,1,0.13601620100502512,2,-0.1707,-0.026305356184963324,21921500.0,-3.085222129850781,377974502.8229285,31.665748200143398
637,0.0163291095890411,1,0.03339569387755102,1,-0.007679617886178861,0,0.13601620100502512,2,0.2589166666666667,-0.019777702971147226,26248200.0,-3.0900166415581487,366755619.0191071,27.88887253928243
640,0.08927639999999999,3,0.033568888888888884,1,0.0113462,0,0.13318109595959596,2,-0.27059999999999995,0.03276132580227853,24840000.0,-3.037615034260258,347263248.04346484,27.88887253928243
641,0.15639469230769232,3,0.02330871111111111,1,0.0113462,0,0.13318109595959596,2,0.29796,0.031319239826513856,22580900.0,-2.8652245814821033,349066390.03622067,42.64068895652197
642,0.07509621739130436,1,0.09001396666666667,1,0.0113462,0,0.13318109595959596,2,0.2721111111111111,-0.0018553113427585144,18475500.0,-2.6398235815637783,347489758.3635172,42.07439171047891
643,0.0894356842105263,1,0.07749061224489796,1,0.0113462,0,0.13318109595959596,2,0.22395000000000004,0.00019562358469582541,17156200.0,-2.3927808825260857,349035265.302931,42.16145202158425
644,0.07327533333333333,1,0.023071320000000003,1,0.04018551851851852,0,0.13318109595959596,2,0.6344142857142857,-0.026115006110455585,24232300.0,-2.1915656093910054,346284471.08577585,34.668921858674736
647,0.05067775,1,-0.025562666666666668,1,0.044920210526315785,0,0.14222242424242423,2,0.35144444444444445,-0.008637145857059436,16529900.0,-1.8175852194299609,337734990.67463887,34.668921858674736
648,0.05067775,1,0.04631172,1,0.044920210526315785,0,0.14222242424242423,2,0.21630769230769228,-0.006686212529999569,21617700.0,-1.7671008715261731,330509642.2288657,32.734766804379376
649,0.055676031746031744,1,0.02395407142857143,1,0.044920210526315785,0,0.14222242424242423,2,0.33805555555555555,0.002549719451492738,17343400.0,-1.723846322746725,327379085.1907214,34.23152649932263
650,0.07498916666666668,1,0.04649353703703704,1,0.044920210526315785,0,0.14222242424242423,2,0.16065714285714286,0.014343804567050089,32812200.0,-1.6529874244441698,330238987.6589345,42.06199155553571
651,0.07069548214285715,1,0.03778848,1,0.044920210526315785,0,0.14222242424242423,2,0.3434285714285714,-0.02537357138227936,22612900.0,-1.6113155426107566,328853423.049112,34.194840624775836
