,economy_fiscal_news_sentiment_score,economy_fiscal_news_sentiment_label,economy_macro_news_sentiment_score,economy_macro_news_sentiment_label,economy_monetary_news_sentiment_score,economy_monetary_news_sentiment_label,financial_market_news_sentiment_score,financial_market_news_sentiment_label,ticker_news_compound,adj_close,volume,MACD_signal,OBV ema,RSI
621,0.09152687500000001,1,0.00013097916666666583,1,0.0801501592920354,0,0.1451273366834171,1,0.23557142857142857,0.005317683040270582,22115800.0,-1.90451297012148,502862349.91350794,37.201284084876015
622,0.0759606170212766,1,0.05005548888888889,1,0.0801501592920354,0,0.1451273366834171,1,0.11814,-0.018607737504443667,26494900.0,-2.0033473540499074,499156624.92792326,33.09171512265338
623,0.04949676315789473,1,-0.04818353488372093,1,0.011013423529411766,0,0.1451273366834171,1,0.329425,-0.0025986936332593746,64518900.0,-2.1114174840475757,485315370.7732694,32.560803443716054
626,-0.038994,1,0.022185555555555556,1,0.097727,0,0.097727,1,-0.002542857142857136,0.002122949209051317,19738600.0,-2.3466480852483027,459448791.88267905,32.560803443716054
627,0.052936825,1,0.09924560526315789,1,0.097727,0,0.097727,1,0.2905125,-0.019451099400543348,24001700.0,-2.4529591879438883,451514993.2355659,28.03476115582089
628,0.14375790476190475,1,0.02618838888888889,1,0.097727,0,0.097727,1,0.090375,-0.017872922145712677,26596800.0,-2.5860018629442427,440470694.3629716,24.702968340731843
629,0.060471518518518515,1,-0.015813749999999998,1,0.097727,0,0.097727,1,0.036708333333333336,0.005599415524768503,21272700.0,-2.6978362663263904,434812561.969143,27.555851218712533
630,0.04706332653061224,1,-0.0031716086956521746,1,-0.011477844155844156,0,0.097727,1,0.29410000000000003,-0.013920667496541306,25645100.0,-2.8023450711561595,425823268.30761915,25.005133905452155
633,0.08652180000000001,1,0.04009,1,-0.179354,1,0.13601620100502512,2,0.12669999999999998,-0.0036301363012860577,22437900.0,-3.0324592309452534,403147837.6780203,25.005133905452155
634,0.08652180000000001,1,0.04009,1,-0.179354,1,0.13601620100502512,2,0.027780000000000006,-0.007286724405353495,24225000.0,-3.106521402094711,391658848.065017,23.500375565977734
